tree_id,date,year,branch_number,leaf_wet_mass_g,leaf_dry_mass_g,stem_wet_mass_g,stem_dry_mass_g,length_mm,diameter_mm,area_from_scan,leaf_number,notes,,,
2354,2023-05-12,0,1,0.4346,0.2334,0.0284,0.0153,15.09,0.805,16.211,5,,,,
2023,2023-05-12,3,3,0.2649,0.1704,0.2496,0.1499,53.11,1.565,8.426,1,"No y2 leaves(but yes y0, y1, y3)",,,
2354,2023-05-12,1,1,0.2533,0.1542,0.0221,0.0141,10.17,0.9025,10.775,3,,,,
2023,2023-05-12,0,3,0.8297,0.451,0.0463,0.0233,17,0.955,31.278,3,,,,
2362,2023-05-12,0,2,1.1714,0.5952,0.1896,0.0876,25.54,1.245,50.027,8,,,,
2012,2023-05-12,0,1,0.059,0.031,0.0039,0.0026,3.16,0.645,2.64,3,,,,
2378,2023-05-12,0,3,0.365,0.1964,0.0515,0.0263,11.54,1.105,14.711,5,,,,
2085,2023-05-12,0,2,0.7336,0.3719,0.0862,0.0374,20.62,1.0525,25.806,6,,,,
2358,2023-05-12,0,2,0.7913,0.3955,0.159,0.0699,37.22,1.1725,32.06,6,,,,
2370,2023-05-12,0,3,0.8364,0.4286,0.0533,0.0247,15.09,0.98,29.242,6,,,,
2352,2023-05-12,0,2,0.6429,0.3694,0.0313,0.0196,20.01,0.6875,30.312,4,no y1 leaves,,,
2363,2023-05-12,0,3,0.7394,0.3659,0.1353,0.0602,44.3,0.675,31.261,11,,,,
2301,2023-05-12,0,1,2.504,1.3826,0.1468,0.0682,26.42,1.4925,72.123,7,no y1 leaves,,,
2379,2023-05-12,0,3,0.7696,0.4056,0.0496,0.0225,8.76,1.445,25.393,6,,,,
2009,2023-05-12,0,3,3.7543,1.6609,0.3407,0.1375,39.68,1.87,145.537,10,,,,
2028,2023-05-12,0,1,0.9016,0.4668,0.1061,0.045,15.68,1.22,32.215,8,,,,
2007,2023-05-12,0,3,0.7479,0.3459,0.1416,0.0503,21.2,1.1,20.762,8,,,,
2333,2023-05-12,0,3,0.7318,0.3687,0.136,0.0591,34.22,1.1425,30.474,8,,,,
2321,2023-05-12,0,1,1.4981,0.7125,0.2137,0.0958,40.81,1.6675,58.372,10,,,,
2301,2023-05-12,0,3,1.9109,1.0288,0.081,0.0365,19.44,1.2125,56.987,7,no y1 leaves,,,
2009,2023-05-12,0,2,1.8946,0.8134,0.1812,0.0657,28.12,1.42,83.263,9,,,,
2009,2023-05-12,0,1,0.6745,0.3029,0.0563,0.0198,17.98,0.935,32.046,3,,,,
2363,2023-05-12,0,2,0.5275,0.2675,0.0404,0.0181,13.33,0.815,21.21,5,,,,
2363,2023-05-12,0,1,1.0933,0.5644,0.634,0.0297,14.72,1.0125,44.002,7,,,,
2351,2023-05-12,0,3,0.342,0.1799,0.036,0.0163,8.95,0.69,12.381,4,,,,
2375,2023-05-12,0,3,1.5606,0.706,0.219,0.0863,27.57,1.78,45.787,8,,,,
2322,2023-05-12,3,1,0.2251,0.1531,0.0368,0.0211,9.39,1.215,7.205,6,,,,
2322,2023-05-12,0,3,1.8492,1.089,0.0821,0.0397,28.96,1.2175,53.391,13,,,,
2029,2023-05-12,0,2,0.6873,0.2153,0.0684,0.0211,24.2,1.015,31.03,7,"too large of sample in bag, this may be innacurate. no y1 leaves",,,
2349,2023-05-12,0,3,1.158,0.5252,0.0926,0.0368,23.05,1.055,49.231,5,,,,
2016,2023-05-12,0,2,0.3269,0.1578,0.1234,0.042,31.44,0.9125,9.58,4,3 branches with very very new leaves growing off y0. A y0 branch also growing off of y0,,,
2329,2023-05-12,0,3,0.579,0.2634,0.0266,0.0112,16.38,0.9025,21.543,5,,,,
2329,2023-05-12,1,3,1.4246,0.94,0.2582,0.1553,70.71,1.295,51.041,10,,,,
2353,2023-05-12,0,3,2.63,1.1564,0.173,0.0927,44.72,1.53,81.327,7,,,,
1478,2023-05-12,0,1,1.2569,0.5897,0.1642,0.0641,26.16,1.6725,41.511,8,,,,
2360,2023-05-12,0,1,1.3562,0.7029,0.1176,0.0569,17.17,1.4,50.356,7,,,,
2089,2023-05-12,1,3,2.6605,1.677,0.6302,0.3591,113.69,1.895,84.504,20,y0+y1 branch measured,,,
2302,2023-05-12,0,1,0.8376,0.4216,0.0562,0.0267,15.84,1.0525,36.506,8,,,,
2372,2023-05-12,0,2,0.7629,0.3874,0.0566,0.0248,9.47,1.1325,29.819,6,,,,
1478,2023-05-12,0,2,0.8936,0.4452,0.0972,0.042,17.13,1.3975,29.626,7,,,,
2012,2023-05-12,0,3,1.0834,0.5454,0.1715,0.069,40.62,0.91,36.924,10,,,,
2031,2023-05-12,0,3,2.4404,1.2328,0.2237,0.1055,29.52,1.5275,86.261,6,,,,
2025,2023-05-12,0,3,1.1647,0.581,0.1783,0.0798,31.29,1.62,43.883,13,,,,
2361,2023-05-12,0,3,0.7477,0.3902,0.029,0.0148,6.89,0.93,32.345,4,,,,
2353,2023-05-12,1,3,1.6489,1.06,0.2473,0.1459,48.81,1.895,80.514,7,,,,
2346,2023-05-12,0,2,0.7554,0.3715,0.0423,0.0184,8.8,0.9775,26.866,6,,,,
2360,2023-05-12,0,2,0.4954,0.2774,0.0237,0.0143,6.17,0.9275,23.535,5,,,,
2016,2023-05-12,0,1,0.0827,0.0377,0.0248,0.0089,6.42,1.43,3.581,8,Double flush -- two year zeros,,,
2016,2023-05-12,0,1,0.2574,0.1478,0.0951,0.0349,19.95,0.93,8.718,4,Double flush -- two year zeros,,,
2007,2023-05-12,0,1,1.0008,0.4983,0.3177,0.1189,40.3,1.6825,31.368,9,Double flush -- two year zeros,,,
2007,2023-05-12,0,1,0.2155,0.0847,0.0883,0.0292,17.17,1.4375,7.777,6,Double flush -- two year zeros,,,
2031,2023-05-12,0,1,0.7175,0.3544,0.1315,0.0591,19.71,1.4775,27.849,5,Double flush -- two year zeros,,,
2031,2023-05-12,0,1,0.3489,0.1434,0.0719,0.0266,14.62,0.995,12.849,9,Double flush -- two year zeros,,,
2007,2023-05-12,0,2,0.5119,0.2558,0.1143,0.0445,22.49,1.3575,17.054,6,Double flush -- two year zeros,,,
2007,2023-05-12,0,2,0.0791,0.0319,0.0406,0.0136,13.02,1.31,3.261,5,Double flush -- two year zeros,,,
2093,2023-05-12,1,1,0.2857,0.1783,0.3012,0.1584,48.6,1.41,7.271,2,Done incorrectly -- Y1 and Y2 branch measured together (unsure if there were any Y2 leaves),,,
2334,2023-05-12,0,2,0.5858,0.317,0.0391,0.0212,15.48,0.785,28.935,5,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2086,2023-05-12,0,1,1.8704,0.9192,0.4894,0.2323,79.89,1.9275,69.698,9,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2316,2023-05-12,0,2,0.5023,0.2563,0.0884,0.0379,23.5,1.0475,21.372,7,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2024,2023-05-12,0,3,1.4163,0.6451,0.2542,0.1084,29.18,1.2475,44.954,7,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2378,2023-05-12,0,1,0.6068,0.3269,0.1033,0.0546,20.31,1.195,23.605,4,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2342,2023-05-12,0,1,1.9443,0.9428,0.2534,0.1152,39.11,1.4625,69.719,8,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2089,2023-05-12,1,1,2.0675,1.2571,0.3933,0.2071,50.45,1.4225,65.412,9,Done incorrectly -- Y1 and Y2 branch measured together (unsure if there were any Y2 leaves),,,
2091,2023-05-12,1,2,1.3531,0.8702,0.7798,0.4057,69.05,2.195,30.005,6,Done incorrectly -- Y1 and Y2 branch measured together (unsure if there were any Y2 leaves),,,
2314,2023-05-12,0,1,0.7116,0.38,0.0581,0.0266,11.87,1.275,23.937,8,Done incorrectly -- Y0 and Y1 branch measured together (unsure if there were any Y1 leaves),,,
2012,2023-07-28,0,3,0.5028,0.1946,1.169,0.3913,261.87,1.955,24.075,17,,,,
2377,2023-07-28,0,3,3.0825,1.7102,0.6276,0.3127,65.51,1.94,71.364,16,,,,
2377,2023-07-28,1,2,0.7594,0.4305,0.5769,0.3017,57.95,2.445,21.243,8,,,,
2377,2023-07-28,0,2,1.9162,1.0562,0.2935,0.1465,48.81,1.44,54.482,11,,,,
2377,2023-07-28,0,1,1.7821,1.0707,0.4184,0.2412,50.39,2.045,54.879,9,,,,
2011,2023-07-28,0,3,1.3597,0.8243,0.5512,0.2976,30.23,3.595,46.493,8,,,,
2011,2023-07-28,0,2,0.2763,0.1624,0.1278,0.0629,11.33,1.625,9.852,6,,,,
2011,2023-07-28,1,2,1.0723,0.6352,0.2408,0.1298,14.03,1.9375,36.271,6,,,,
2011,2023-07-28,0,1,0.5606,0.3626,0.434,0.027,9.11,1.175,21.964,5,,,,
2027,2023-07-28,0,2,0.6808,0.4214,0.4783,0.2551,8.65,2.1825,25.77,4,,,,
2027,2023-07-28,0,1,0.5783,0.3419,0.702,0.3327,30.59,2.5025,19.244,3,,,,
2027,2023-07-28,0,3,0.3694,0.1888,0.1212,0.0659,8.03,0.84,16.455,3,,,,
2031,2023-07-28,0,2,1.7382,0.9018,1.4473,0.6868,88.18,3.25,44.819,8,,,,
2031,2023-07-28,1,3,0.6892,0.3435,0.5571,0.2832,31.24,3.1825,23.779,4,,,,
2031,2023-07-28,0,3,1.9397,1.0156,0.7675,0.3642,41.28,2.5275,53.141,6,,,,
2031,2023-07-28,1,1,1.1402,0.5946,0.2344,0.1273,16.9,2.355,44.499,6,,,,
2031,2023-07-28,1,2,1.5733,0.7933,0.6031,0.305,29.89,3.445,53.115,7,,,,
2031,2023-07-28,0,1,0.8597,0.4747,0.2014,0.1082,19.53,1.645,32.655,5,,,,
2009,2023-07-28,0,2,1.0884,0.5494,0.5321,NA,17.56,1.3275,35.535,4,stem lost :(,,,
2009,2023-07-28,0,3,2.2816,1.18,0.3373,0.1586,23.8,1.8625,46.987,7,,,,
2009,2023-07-28,0,1,0.7185,0.3846,0.19,0.1037,13.06,2.0175,27.064,4,,,,
2301,2023-07-28,1,1,0.3364,0.2039,0.3278,0.1782,67.49,2.2775,11.419,2,,,,
2301,2023-07-28,0,1,2.0805,1.0273,0.1813,0.0742,15.28,1.58,56.783,6,,,,
2301,2023-07-28,1,2,1.377,0.8289,0.5121,0.2666,56.73,2.3575,44.694,6,,,,
2301,2023-07-28,0,2,0.9209,0.4098,0.2105,0.0812,30.64,1.475,24.282,4,,,,
2301,2023-07-28,1,3,0.5556,0.3163,0.3532,0.1827,59.04,1.89,16.608,3,,,,
2301,2023-07-28,0,3,2.42,1.1997,0.2502,0.1148,17.82,1.8825,55.367,7,,,,
2354,2023-07-28,0,3,3.3456,1.6158,0.4744,0.2138,56.39,2.415,88.842,14,,,,
2354,2023-07-28,0,2,1.4653,1.0844,0.2864,0.1884,52.48,2.1575,56.752,10,,,,
2029,2023-07-28,0,3,2.969,1.5211,0.4352,0.2127,76.97,1.915,79.732,13,,,,
2029,2023-07-28,0,2,1.2281,0.6472,0.1087,0.0603,32.27,1.5075,37.881,9,,,,
2029,2023-07-28,0,1,4.0421,2.0323,0.3312,0.1593,24.73,1.9375,108.492,5,,,,
2376,2023-07-28,0,3,3.4643,1.7784,0.318,0.1583,13.16,2.485,80.165,10,,,,
2376,2023-07-28,0,2,1.9727,0.9909,0.1416,0.0609,14.66,1.7425,57.032,6,,,,
2376,2023-07-28,0,1,1.8305,0.9079,0.1244,0.0583,21.43,1.7,50.86,6,,,,
2030,2023-07-28,0,3,1.9006,1.513,1.0205,0.6918,155.5,2.71,67.146,12,,,,
2030,2023-07-28,0,2,1.7711,1.2456,0.2248,0.1496,58.44,1.8225,64.419,11,,,,
2030,2023-07-28,0,1,2.1262,1.5419,0.424,0.2907,76.37,2.0375,73.677,13,,,,
2352,2023-07-28,0,3,2.4916,1.3897,0.4128,0.2378,81.65,1.7175,102.727,11,,,,
2352,2023-07-28,0,2,2.5561,1.2998,0.324,0.1569,45.16,1.8275,74.878,7,,,,
2352,2023-07-28,0,1,2.195,1.1272,0.3706,0.1842,52.34,1.9,72.049,6,,,,
2360,2023-07-28,0,3,2.528,1.277,0.914,0.413,46.03,2.7525,82.806,10,,,,
2360,2023-07-28,0,2,1.5186,0.7465,0.288,0.1488,23,1.925,54.5432,6,,,,
2360,2023-07-28,0,1,0.6778,0.3579,0.155,0.0996,23.13,1.5425,32.285,6,,,,
2022,2023-07-28,0,3,4.1224,2.1979,0.6829,0.3511,42.36,2.54,99.618,15,,,,
2022,2023-07-28,0,2,5.3324,2.7264,0.7909,0.3976,59.54,2.205,132.298,17,,,,
2022,2023-07-28,0,1,2.2081,1.1535,0.6126,0.312,69.16,2.105,54.892,10,,,,
2022,2023-07-28,1,1,3.5036,1.793,0.5862,0.3022,40.5,2.7075,92.458,9,,,,
2021,2023-07-28,0,3,0.5241,0.2701,0.547,0.2738,22.12,3.4175,14.801,5,1st flush,,,
2021,2023-07-28,0,3,1.8347,1.0781,2.723,1.2184,131.06,3.865,41.597,9,2nd flush,,,
2021,2023-07-28,0,1,0.1823,0.1013,0.1689,0.0956,19.71,1.575,6.03,3,1st flush ,,,
2021,2023-07-28,0,1,0.7507,0.4027,0.1223,0.068,16.3,1.695,21.893,8,2nd flush,,,
2021,2023-07-28,0,2,0.6955,0.3608,2.4417,1.1101,179.52,3.36,14.503,6,,,,
2004,2023-07-28,0,2,2.0652,1.0881,1.0071,0.5226,106.38,2.4925,60.577,22,,,,
2012,2023-07-28,0,2,0.599,0.2923,0.3872,0.1722,75.9,2.295,18.972,12,,,,
2013,2023-07-28,0,2,1.737,0.9039,1.3706,0.6538,118,3.0025,53.024,11,,,,
2012,2023-07-28,0,1,0.7907,0.3786,0.6121,0.2402,108,2.255,24.738,14,,,,
2015,2023-07-28,0,1,1.4817,0.6474,1.9528,0.6459,182.5,3.3725,46.204,9,,,,
2091,2023-07-28,0,1,1.5413,0.7295,1.4837,0.6467,212,2.995,37.669,13,,,,
2006,2023-07-28,0,2,3.62,1.818,4.2609,1.9262,208,4.0925,73.012,11,,,,
2087,2023-07-28,0,1,1.5917,0.866,2.2945,0.7127,182.5,3.195,52.861,17,2nd flush,,,
2087,2023-07-28,0,1,2.148,1.045,1.052,0.4485,41.96,3.445,61.742,10,1st flush,,,
2093,2023-07-28,0,3,1.7514,0.9403,0.181,0.0947,48.27,1.44,51.433,10,,,,
2042,2023-07-28,0,1,1.1722,0.5526,0.3467,0.149,17.77,3.1,38.778,6,,,,
2090,2023-07-28,0,3,2.5246,1.176,1.636,0.6769,127,2.9125,80.785,22,,,,
2089,2023-07-28,0,1,2.9828,1.4237,0.4993,0.2532,86.59,2.2475,115.211,8,,,,
2088,2023-07-28,0,2,0.4467,0.2344,0.0572,0.0314,11.55,1.145,20.423,5,,,,
2088,2023-07-28,0,3,0.8944,0.4364,0.2106,0.1087,26.08,2.0325,33.758,9,,,,
2025,2023-07-28,0,3,3.1641,1.6395,1.2266,0.613,115,2.6875,94.218,24,,,,
2025,2023-07-28,0,2,1.349,0.7049,1.2288,0.607,110.36,3.0375,37.925,9,,,,
2025,2023-07-28,0,1,1.6575,0.8755,0.3706,0.2053,60.92,2.11,57.164,16,,,,
2383,2023-07-28,0,3,1.2594,0.6557,0.395,0.2061,27.73,2.6,36.226,5,,,,
2383,2023-07-28,0,2,1.0442,0.5365,0.1391,0.0759,18.32,1.6225,34.033,6,,,,
2383,2023-07-28,0,1,2.8916,1.4604,1.4659,0.6912,87.07,3.0675,76.135,13,should have been double flush maybe?,,,
2384,2023-07-28,0,3,2.9236,1.5738,2.1243,1.0854,142,3.3,80.616,15,,,,
2384,2023-07-28,0,2,0.7331,0.3804,0.2267,0.1023,30.56,2.1075,24.364,9,,,,
2384,2023-07-28,0,1,1.6513,0.8575,0.283,0.1436,31.32,1.8925,54.667,14,,,,
2346,2023-07-28,0,3,0.8848,0.4637,0.1384,0.0699,15.9,1.5025,29.257,7,,,,
2346,2023-07-28,0,2,3.3401,1.6905,1.1573,0.6732,127.22,2.5325,108.976,15,,,,
2346,2023-07-28,0,1,3.4372,1.7818,1.5725,0.7312,123.54,2.5625,102.723,15,,,,
2028,2023-07-28,0,3,1.8135,1.0071,0.5507,0.2769,60.48,2.17,58.373,11,,,,
2028,2023-07-28,0,2,0.9792,0.5867,0.0819,0.0491,14.75,1.945,35.185,9,,,,
2028,2023-07-28,0,1,3.3021,1.7873,3.0463,1.4358,205.52,79.45,90.592,20,,,,
2381,2023-07-28,0,1,1.2372,0.6593,0.2566,0.1279,22.37,2.045,43.08,6,,,,
2381,2023-07-28,0,2,1.1127,0.5777,0.2573,0.1131,23.08,1.85,34.095,7,,,,
2381,2023-07-28,0,3,1.0245,0.5387,0.2406,0.1212,21.87,2.1225,31.367,8,,,,
2026,2023-07-28,0,3,1.4195,0.7709,0.3823,0.1933,31.54,2.83,47.82,12,,,,
2026,2023-07-28,0,2,0.6539,0.3937,0.2492,0.1453,20.75,1.71,22.474,5,,,,
2026,2023-07-28,0,1,2.4556,1.3092,0.8022,0.396,58.21,3.0075,76.614,11,,,,
2026,2023-07-28,1,1,1.3736,0.7304,0.3142,0.1644,18.45,2.615,41.493,7,,,,
2354,2023-07-28,0,1,0.3094,0.2577,0.4662,0.3175,37.71,3.4575,12.4888,4,1st flush,,,
2354,2023-07-28,0,1,1.1984,0.9983,0.6642,0.4523,53.18,3.1075,48.373,6,2nd flush,,,
2354,2023-07-28,0,1,1.8216,1.5174,1.9687,1.3407,277.5,3.1425,73.528,10,3rd flush,,,
2089,2023-07-28,0,2,2.5747,1.3276,0.7336,0.3653,95.22,2.145,92.707,9,,,,
2089,2023-07-28,2,2,0.2871,0.1665,0.3676,0.205,36.8,2.8375,9.621,1,,,,
2089,2023-07-28,1,2,0.0354,0.0228,0.3147,0.1753,26.79,2.59,1.263,1,,,,
2089,2023-07-28,0,3,1.4198,0.7434,0.1299,0.074,40.83,40.83,54.23,9,,,,
2092,2023-07-28,0,2,2.7326,1.3743,0.1853,0.0919,38,1.4775,87.193,6,,,,
2092,2023-07-28,0,3,1.5624,0.8284,0.1237,0.0632,26.88,1.405,46.674,7,,,,
2092,2023-07-28,0,1,3.3252,1.6926,0.1826,0.0878,42.28,1.5825,105.671,9,,,,
2004,2023-07-28,0,3,3.2939,1.7783,3.0646,1.471,188.52,3.7525,87.194,23,,,,
2004,2023-07-28,0,1,0.6837,0.3779,0.158,0.0873,17.1,1.9975,24.014,6,,,,
2004,2023-07-28,0,1,0.3866,0.2316,0.44,0.2626,34.77,2.395,11.602,4,flush 1,,,
2004,2023-07-28,0,1,1.7515,1.054,0.6545,0.3619,70.15,2.94,48.24,13,flush 2,,,
2043,2023-07-28,0,1,1.9816,0.9989,0.5047,0.2409,30.61,2.87,65.267,12,,,,
2043,2023-07-28,0,2,0.9322,0.4993,0.5055,0.2566,37.57,2.6525,25.791,4,,,,
2043,2023-07-28,0,3,1.6978,0.899,1.006,0.5068,42.88,3.8525,46.505,6,,,,
2045,2023-07-28,0,1,1.1149,0.5495,0.185,0.093,14.62,1.9,34.532,5,,,,
2045,2023-07-28,0,2,1.7957,0.8847,0.4876,0.2313,27.64,2.625,55.711,6,,,,
2045,2023-07-28,0,3,1.5395,0.7806,0.294,0.1569,22.29,2.5575,52.919,6,,,,
2046,2023-07-28,0,1,1.1104,0.5592,0.1238,0.0645,22,1.64,46.116,8,,,,
2046,2023-07-28,0,2,0.7685,0.3895,0.0568,0.0298,14.48,1.1625,35.028,9,,,,
2046,2023-07-28,0,3,2.7319,1.355,0.7566,0.3753,61.99,2.3525,94.624,9,,,,
2093,2023-07-28,0,1,0.7765,0.4221,0.033,0.0173,9.02,1.1025,20.956,5,,,,
2093,2023-07-28,1,1,0.9384,0.5807,0.4044,0.2029,85,1.9675,20.877,4,,,,
2093,2023-07-28,0,2,4.2718,2.3013,0.7666,0.3894,77.1,2.44,111.654,16,,,,
2093,2023-07-28,1,2,0.9024,0.5319,0.4631,0.2448,42.23,2.135,23.67,7,,,,
2091,2023-07-28,0,2,0.4502,0.2468,0.1448,0.0788,33.48,1.4225,13.356,9,,,,
2091,2023-07-28,0,3,3.4037,1.7383,1.3458,0.649,101.28,2.7875,74.255,11,,,,
1478,2023-07-28,0,1,1.7427,1.061,1.8825,0.9411,78.24,3.6275,48.057,8,1st flush,,,
1478,2023-07-28,0,1,2.2902,1.2877,2.7943,1.2371,161,4.245,63.085,13,2nd flush,,,
1478,2023-07-28,0,2,1.3489,0.6869,0.3626,0.1837,41.04,1.83,41.034,7,,,,
1478,2023-07-28,0,3,0.7925,0.4052,0.2382,0.1234,41.08,1.7325,28.671,4,,,,
2008,2023-07-28,0,1,1.834,1.0262,2.6379,1.167,243,2.97,55.954,22,double flush,,,
2008,2023-07-28,0,2,1.2274,0.6654,0.168,0.0939,25.76,2.025,42.105,7,,,,
2008,2023-07-28,0,3,1.759,0.9664,0.2592,0.142,25.97,2.3125,58.951,10,,,,
2044,2023-07-28,0,1,0.3263,0.1806,0.0511,0.028,20.8,0.88,15.67,4,,,,
2044,2023-07-28,0,2,2.2104,1.1762,0.751,0.3723,74.88,2.21,74.501,12,,,,
2044,2023-07-28,0,3,0.5334,0.2828,0.0746,0.0383,19.76,0.975,23.827,5,,,,
2049,2023-07-28,0,1,2.1453,1.0311,0.5663,0.2607,58.91,2.085,85.047,9,,,,
2049,2023-07-28,0,2,1.0276,0.4973,0.1356,0.066,22.41,1.49,41.691,5,,,,
2049,2023-07-28,0,3,1.0636,0.5196,0.101,0.0491,17.46,1.4575,47.995,6,,,,
2015,2023-07-28,0,2,0.7702,0.4078,0.2143,0.1143,37.24,1.565,25.367,5,,,,
2015,2023-07-28,0,3,0.9285,0.5122,0.6336,0.3288,73.83,2.35,29.027,6,,,,
2006,2023-07-28,0,1,1.1057,0.5817,0.1957,0.1117,15.63,1.6625,39.349,7,,,,
2006,2023-07-28,0,3,0.8348,0.4323,0.1446,0.0789,12.47,1.7725,30.753,6,,,,
2050,2023-07-28,0,1,1.1858,0.5899,0.4787,0.2421,48.05,2.2625,43.63,7,,,,
2050,2023-07-28,0,2,1.0696,0.5327,0.1852,0.0953,22.81,1.6925,33.605,7,,,,
2050,2023-07-28,0,3,3.2656,1.6402,1.9177,0.9282,79.7,3.4175,89.641,18,,,,
2010,2023-07-28,0,1,4.8006,2.7825,9.9083,4.9254,20,5.1225,137.268,18,Flush 1 ,,,
2010,2023-07-28,0,1,4.8006,2.7825,9.9083,4.9254,372,5.1225,137.268,18,flush 2 only length was measured differently,,,
2010,2023-07-28,0,2,2.4104,1.253,3.17099,1.4586,198.5,3.8175,69.64,13,,,,
2010,2023-07-28,0,3,1.2992,0.678,0.5392,0.2476,29.72,2.4425,40.779,6,,,,
2048,2023-07-28,0,1,3.1133,1.5293,1.1691,0.5526,60.14,3.015,98.284,9,,,,
2048,2023-07-28,0,2,0.813,0.4022,0.271,0.1386,20.71,1.935,3.031,9,,,,
2048,2023-07-28,0,3,2.8964,1.4745,1.3797,0.6842,79.09,3.4775,93.223,13,,,,
2005,2023-07-28,0,1,5.0169,2.9167,10.4574,5.3892,59,4.8725,127.293,17,flush 1,,,
2005,2023-07-28,0,1,5.0169,2.9167,10.4574,5.3892,381,4.8725,127.293,17,flush 2 only length was measured differently,,,
2005,2023-07-28,0,2,1.6567,0.9234,0.4571,0.2558,35.27,2.0075,46.818,8,flush 1,,,
2005,2023-07-28,0,2,0.4017,0.2298,0.451,0.2343,62.36,2.4775,11.948,5,flush 2 ,,,
2005,2023-07-28,0,3,1.6029,0.8549,0.4834,0.2465,45.22,2.0775,47.847,8,,,,
2042,2023-07-28,0,2,9.6387,5.2284,1.2855,1.2855,58.86,3.0675,282.962,15,,,,
2042,2023-07-28,0,3,0.5066,0.2637,0.0937,0.0451,12.08,0.9225,20.686,3,,,,
2090,2023-07-28,0,1,1.0893,0.573,0.7281,0.3524,38.55,3.1175,36.735,7,flush 1,,,
2090,2023-07-28,0,1,2.3886,1.2344,3.6791,1.5152,186,3.6575,78.653,16,flush 2,,,
2090,2023-07-28,0,2,0.8586,0.4114,0.1462,0.0721,16.42,1.27,33.582,7,,,,
2087,2023-07-28,0,3,1.7034,0.9394,0.6033,0.2825,31.42,2.9975,53.572,10,flush 1,,,
2087,2023-07-28,0,3,0.8139,0.3659,0.9705,0.3608,133,2.7825,28.366,13,flush 2,,,
2347,2023-07-28,0,3,0.9163,0.5068,0.103,0.0582,13.41,1.5325,31.204,5,,,,
2347,2023-07-28,0,1,0.7346,0.4937,0.1377,0.0912,19.33,1.6925,33.834,4,,,,
2347,2023-07-28,0,2,1.1752,0.6461,0.2336,0.1246,23.3,1.4,35.187,3,,,,
2371,2023-07-28,0,1,1.8633,1.0608,0.2213,0.1248,23.89,2.305,61.942,7,,,,
2371,2023-07-28,0,2,2.425,1.3284,0.8988,0.4501,53.92,2.8475,67.555,5,,,,
2371,2023-07-28,0,3,1.614,0.8958,0.2218,0.1122,25.76,2.0225,50.22,6,,,,
2331,2023-07-28,0,1,1.6674,0.861,0.3284,0.1556,75.55,1.865,40.379,14,,,,
2331,2023-07-28,1,1,1.6158,0.8925,0.2789,0.1451,41.25,1.92,42.922,9,,,,
2331,2023-07-28,0,2,1.2768,0.664,0.117,0.0615,25.05,1.3775,35.53,8,,,,
2331,2023-07-28,1,3,0.878,0.4815,0.2103,0.0999,19.68,2.4825,22.257,6,,,,
2331,2023-07-28,0,3,2.4463,1.2014,1.3752,0.5694,219.97,2.65,49.925,20,,,,
2370,2023-07-28,0,1,0.8705,0.5425,0.125,0.0809,22.18,1.6525,27.727,6,,,,
2370,2023-07-28,0,2,0.4419,0.2602,0.0622,0.0367,12.91,0.9725,13.794,4,,,,
2370,2023-07-28,0,3,1.5257,0.8645,0.3606,0.1934,29.21,2.4875,39.644,8,,,,
2343,2023-07-28,0,1,2.5887,1.4007,0.3263,0.1609,36.26,2.0875,96.724,7,,,,
2343,2023-07-28,0,2,1.7563,0.89,0.2278,0.1075,22.02,1.8825,69.34,7,,,,
2343,2023-07-28,0,3,3.5695,1.873,0.59,0.2735,31.66,2.3925,105.19,7,,,,
2380,2023-07-28,0,1,2.1813,1.2721,0.409,0.2257,57.69,1.975,61.743,12,,,,
2380,2023-07-28,0,2,1.3132,0.7389,1.798,0.094,25.98,1.84,34.091,6,,,,
2380,2023-07-28,0,3,2.3078,1.297,0.265,0.1346,39.62,1.625,65.214,11,,,,
2372,2023-07-28,0,1,1.7828,0.922,0.5105,0.218,23.87,2.4625,52.72,8,Double flush,,,
2372,2023-07-28,0,1,1.8587,0.7847,1.2489,0.4584,35.16,2.4725,53.532,16,Double flush,,,
2372,2023-07-28,0,2,1.8444,0.9497,0.3596,0.151,21.54,2.4625,55.316,6,Double flush,,,
2372,2023-07-28,0,2,1.4168,0.6503,0.9209,0.3801,78.91,2.6175,35.845,9,Double flush,,,
2372,2023-07-28,0,3,2.2332,1.1239,0.5527,0.2408,29.21,2.5575,55.338,8,Double flush,,,
2372,2023-07-28,0,3,1.3773,0.6221,0.6105,0.244,71.99,2.1575,45.7,11,Double flush,,,
2375,2023-07-28,0,1,1.8024,0.9927,1.2112,0.5916,101.15,3.32,44.822,15,,,,
2375,2023-07-28,0,2,0.803,0.3886,0.1931,0.0896,13.38,2.8575,23.019,6,Double flush,,,
2375,2023-07-28,0,2,1.767,0.8579,0.633,0.2795,59.41,3.98,55.951,8,Double flush,,,
2375,2023-07-28,0,3,0.8002,0.3978,0.1876,0.0877,12.03,2.9625,23.657,6,Double flush,,,
